Codigo,Nat,Ud,Resumen,CanPres,Pres,ImpPres,Categoria,Subcategoria,Fecha
MDG04453,Material,uni,"Perno cincado 1/4x2"" hexag.",0.0,24.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG05907,Material,uni,Gancho omega galvanizado,0.0,50.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06261,Material,uni,"Perno corriente 1/4x2"" hexa",0.0,20.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06276,Material,cie,"Tuercas fierro 5/8"" zincada",0.0,1844.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06277,Material,cie,"Tuercas fierro 3/4"" negro",0.0,1985.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06278,Material,uni,"Tuercas fierro 1""zincada",0.0,35.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06279,Material,uni,"Tuercas fierro 1 1/4""zincada",0.0,43.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06280,Material,uni,"Tuercas fierro 2""zincada",0.0,77.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06421,Material,uni,Tornillo galv.1/4x3/4 c/gol,0.0,88.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06422,Material,uni,Tornillo galv. 1/4x3/4,0.0,50.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06930,Material,uni,Torn.1 1/2x7 cab/pl acero (p/madera),0.0,7.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06931,Material,uni,Torn.t 1/2x10 cab/pl acero,0.0,5.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06932,Material,uni,T.autop.12-14x3/4 zinc c/g,0.0,27.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06951,Material,uni,T.autop.12-14x1 1/2 zin c/g,0.0,42.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06957,Material,uni,"T.autop.1/4x1"" zinc c/g",0.0,64.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06958,Material,uni,"Tornillo Autop. 1/4x2""",0.0,62.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06960,Material,uni,T.autop. 1/4x4 1/2 zinc c/g,0.0,123.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06961,Material,uni,"Perno Anclaje 1""",0.0,6380.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDG06962,Material,uni,Perno Stud 17x90,0.0,990.0,0.0,Metales,"Tornillos, pernos, tuercas y r",30/04/2025
MDH00157,Material,kg,"Clavo galv.2 1/2"" x 11",0.0,650.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH00199,Material,kg,"Clavo 2""(362 unidades)",0.0,650.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH00211,Material,kg,"Grapa galv. 1""(387 uni)",0.0,1106.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH00213,Material,kg,"Clavo terrano 1""(570 uni.)",0.0,1048.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH00318,Material,kg,"Punta 1 1/4""(1786 unidades)",0.0,1093.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH00332,Material,kg,"Punta 1"" (2941 unidades)",0.0,1165.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH00562,Material,kg,"Punta 2"" (609 unidades)",0.0,1011.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH00786,Material,Kg,"Punta 1/2""",0.0,892.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01040,Material,kg,"Clavo 6"" (36 unidades)",0.0,891.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01041,Material,kg,"Clavo galv.1""x11 terrano (490)",0.0,1443.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01042,Material,kg,"Clavo galv.11/2""x11 terrano (370)",0.0,1287.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01043,Material,kg,"Clavo galv.2""x12 cte (377 u",0.0,1260.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01044,Material,kg,"Clavo galv.3""x10 cte (173un",0.0,1140.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01064,Material,kg,"Punta 11/2""(1290uni)",0.0,1064.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01065,Material,kg,"Punta 21/2""(375 uni)",0.0,966.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01280,Material,kg,"Clavo corriente 5""x6 (46uni",0.0,676.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01281,Material,kg,"Clavo corriente 4""x8 (81 unid)",0.0,878.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01282,Material,kg,"Clavo corriente 3""x10 (172u",0.0,836.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01283,Material,kg,"Clavo corriente 2""x12 (377u",0.0,689.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01284,Material,kg,"Clavo corriente 1 1/2""x14 (761)",0.0,703.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH01406,Material,kg,Clavos para volcanita,0.0,462.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH02006,Material,kg,"Clavo 2 1/2""x8 c/gol p/tech",0.0,1461.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH02746,Material,uni,Clavo estriado 3/4x14 cinca,0.0,10.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH02747,Material,uni,Clavo estriado 1x12 cincado,0.0,9.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH02748,Material,uni,Clavo estriado 1 1/4x11 cin,0.0,11.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH02749,Material,uni,Clavo estriado 1 1/2x11 cin,0.0,13.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH02750,Material,uni,Clavo estriado 2x10 cincado,0.0,17.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH03086,Material,kg,Clavo p/volcanita 550 uni.,0.0,916.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH03628,Material,kg,"Clavo terrano 11/2""(400 un)",0.0,1029.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH04410,Material,kg,"Clavo 4""x8 (81 unidades)",0.0,328.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH04411,Material,kg,Clavo 21/2'x11 (236 unid.),0.0,780.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH04412,Material,kg,"Clavo 11/2""x14 (783 unid.)",0.0,493.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH04413,Material,kg,"Clavo 1""x16(2104 unidades)",0.0,639.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH04415,Material,kg,"Clavo p/volc.1 5/8""x13",0.0,571.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH04416,Material,kg,"Clavo terrano 1""x10 410 uni",0.0,762.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH04512,Material,CJ,Grapas sistema manual,0.0,14400.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH04726,Material,uni,Clavo estr cab/plom 9x2.5/8,0.0,27.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH04727,Material,kg,Clavo terra galv. p.teja 1x10,0.0,1500.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH05871,Material,kg,"Grapas pulidas 1"" caj=25kg",0.0,678.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH05872,Material,kg,"Grapas pulida 1/2"" caj=25kg",0.0,64.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH06668,Material,kg,"Clavo tech c/gol.2""1/2x8 (1",0.0,1512.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDH06669,Material,Kg,"Clavo corriente 2""x14",0.0,697.0,0.0,Metales,"Clavos, puntas y grapas",30/04/2025
MDI03115,Material,mt,Tubular 30x30x1.5mmal.anod.,0.0,1083.0,0.0,Metales,Aluminio,30/04/2025
MDI03116,Material,mt,Junquillo 17.5x12.7x1.3mmal,0.0,406.0,0.0,Metales,Aluminio,30/04/2025
MDI03117,Material,mt,Junquillo 12x10x1.3mm al.,0.0,281.0,0.0,Metales,Aluminio,30/04/2025
MDI03118,Material,mt,Marco Puerta Aluminio,0.0,7480.0,0.0,Metales,Aluminio,30/04/2025
MDI03660,Material,mt,Guardapolvo aluminio 12x58,0.0,761.0,0.0,Metales,Aluminio,30/04/2025
MDI03661,Material,mt,"Esquinero alum 75x75x2,0",0.0,3288.0,0.0,Metales,Aluminio,30/04/2025
MDI03667,Material,mt,"Esquinero alum 25x25x1,5",0.0,796.0,0.0,Metales,Aluminio,30/04/2025
MDI03668,Material,uni,Celosias Aluminio 15x25,0.0,6320.0,0.0,Metales,Aluminio,30/04/2025
MDI03720,Material,mt,Cubrejunta aluminio 34x10,0.0,669.0,0.0,Metales,Aluminio,30/04/2025
MDI03722,Material,mt,"Cubrejunta aluminio 29x7,3",0.0,468.0,0.0,Metales,Aluminio,30/04/2025
MDI03724,Material,mt,Cubrejunta aluminio 60x14,0.0,1685.0,0.0,Metales,Aluminio,30/04/2025
MDI03733,Material,mt,Cubrejunta aluminio 38x4,0.0,360.0,0.0,Metales,Aluminio,30/04/2025
MDI03734,Material,mt,Cubrejunta aluminio 45x5,0.0,702.0,0.0,Metales,Aluminio,30/04/2025
MDI03735,Material,mt,"Botagua aluminio 21,2x24",0.0,454.0,0.0,Metales,Aluminio,30/04/2025
MDI03744,Material,mt,Botagua aluminio 14x21,0.0,323.0,0.0,Metales,Aluminio,30/04/2025
MDI05206,Material,mt,"Tubo cuadr alum 15x15x1,4",0.0,512.0,0.0,Metales,Aluminio,30/04/2025
MDI05207,Material,mt,"Tubo cuadr alum 20x20x1,4",0.0,702.0,0.0,Metales,Aluminio,30/04/2025
MDI05208,Material,mt,"Tubo cuadr alum 25x25x1,4",0.0,892.0,0.0,Metales,Aluminio,30/04/2025
MDI05209,Material,mt,"Tubo cuadr alum 30x30x1,5",0.0,1081.0,0.0,Metales,Aluminio,30/04/2025
MDI05210,Material,mt,"Tubo cuadr alum 40x40x1,5",0.0,1460.0,0.0,Metales,Aluminio,30/04/2025
MDI05211,Material,mt,"Tubo cuadr alum 50x50x1,5",0.0,2426.0,0.0,Metales,Aluminio,30/04/2025
MDI05212,Material,mt,"Tubo rect alum 13x50x1,5",0.0,1137.0,0.0,Metales,Aluminio,30/04/2025
MDI05213,Material,mt,"Tubo rect alum 25x50x1,5",0.0,1364.0,0.0,Metales,Aluminio,30/04/2025
MDI05214,Material,mt,"Tubo rect alum 25x75x1,5",0.0,1839.0,0.0,Metales,Aluminio,30/04/2025
MDI05215,Material,mt,"Tubo rect alum 30x60x1,5",0.0,1650.0,0.0,Metales,Aluminio,30/04/2025
MDI05217,Material,mt,"Tubo rect alum 40x80x1,5",0.0,2218.0,0.0,Metales,Aluminio,30/04/2025
MDI05218,Material,mt,"Tubo rect alum 40x100x1,8",0.0,3103.0,0.0,Metales,Aluminio,30/04/2025
MDI05220,Material,mt,"Tubo rect alum 45x100x2,0",0.0,3564.0,0.0,Metales,Aluminio,30/04/2025
MDI05225,Material,mt,"Tubo rect alum 50x100x2,0",0.0,3690.0,0.0,Metales,Aluminio,30/04/2025
MDI05234,Material,mt,"Canal alumin 10x10x1,4",0.0,241.0,0.0,Metales,Aluminio,30/04/2025
MDI05235,Material,mt,"Canal alumin 5x15x1,4",0.0,197.0,0.0,Metales,Aluminio,30/04/2025
MDI05236,Material,mt,"Canal alumin 12x20x1,5",0.0,388.0,0.0,Metales,Aluminio,30/04/2025
MDI05237,Material,mt,"Canal alumin 13x25x1,5",0.0,454.0,0.0,Metales,Aluminio,30/04/2025
MDI05250,Material,mt,"Canal alumin 20x40x1,5",0.0,693.0,0.0,Metales,Aluminio,30/04/2025
MDI05251,Material,mt,"Canal alumin 13x50x1,5",0.0,690.0,0.0,Metales,Aluminio,30/04/2025
MDI05252,Material,mt,"Canal alumin 30x60x1,5",0.0,1109.0,0.0,Metales,Aluminio,30/04/2025
MDI05253,Material,mt,"Canal alumin 25x75x1,6",0.0,3890.0,0.0,Metales,Aluminio,30/04/2025
MDI05259,Material,mt,"Angulo alum 10x10x1,3",0.0,161.0,0.0,Metales,Aluminio,30/04/2025
MDI05261,Material,mt,"Angulo alum 13x13x1,3",0.0,213.0,0.0,Metales,Aluminio,30/04/2025
MDI05268,Material,mt,"Angulo alum 15x15x1,3",0.0,245.0,0.0,Metales,Aluminio,30/04/2025
MDI05272,Material,mt,"Angulo alum 20x20x1,3",0.0,329.0,0.0,Metales,Aluminio,30/04/2025
MDI05273,Material,mt,"Angulo alum 25x25x1,4",0.0,446.0,0.0,Metales,Aluminio,30/04/2025
MDI05281,Material,mt,Angulo alum 32x32x2,0.0,1167.0,0.0,Metales,Aluminio,30/04/2025
MDI05283,Material,mt,"Angulo alum 50x50x1,5",0.0,968.0,0.0,Metales,Aluminio,30/04/2025
MDI05295,Material,mt,Angulo alum 50x50x3,0.0,1912.0,0.0,Metales,Aluminio,30/04/2025
MDI05297,Material,mt,"Angulo alum 57x57x4,3",0.0,3458.0,0.0,Metales,Aluminio,30/04/2025
MDI05298,Material,mt,"Angulo alum 6x12x1,3",0.0,145.0,0.0,Metales,Aluminio,30/04/2025
MDI05319,Material,mt,"Angulo alum 6x20x1,3",0.0,213.0,0.0,Metales,Aluminio,30/04/2025
MDI05320,Material,mt,"Angulo alum 9x25x1,3",0.0,269.0,0.0,Metales,Aluminio,30/04/2025
MDI05326,Material,mt,"Angulo alum 10x20x1,3",0.0,245.0,0.0,Metales,Aluminio,30/04/2025
MDI05327,Material,mt,"Angulo alum 12x25x1,3",0.0,305.0,0.0,Metales,Aluminio,30/04/2025
MDI05331,Material,mt,"Angulo alum 12x32x1,3",0.0,361.0,0.0,Metales,Aluminio,30/04/2025
MDI05332,Material,mt,"Doble tee alum 15x7,5x1,4",0.0,239.0,0.0,Metales,Aluminio,30/04/2025
MDI05345,Material,mt,"Tee aluminio 25x25x1,5",0.0,459.0,0.0,Metales,Aluminio,30/04/2025
MDI05358,Material,mt,"Tubo redondo 1/4x1,0 trefi",0.0,118.0,0.0,Metales,Aluminio,30/04/2025
MDI05360,Material,mt,"Tubo redondo 5/16x1,0 trefi",0.0,151.0,0.0,Metales,Aluminio,30/04/2025
MDI05365,Material,mt,"Tubo redondo 3/8x1,0 trefi",0.0,187.0,0.0,Metales,Aluminio,30/04/2025
MDI05367,Material,mt,"Tubo redondo 1/2x1,0 estru",0.0,217.0,0.0,Metales,Aluminio,30/04/2025
MDI05371,Material,mt,"Tubo redondo 5/8x1,0 extru",0.0,334.0,0.0,Metales,Aluminio,30/04/2025
MDI05373,Material,mt,"Tubo redondo 3/4x1,0 estru",0.0,334.0,0.0,Metales,Aluminio,30/04/2025
MDI05374,Material,mt,"Tubo redondo 7/8x1,0 extru",0.0,451.0,0.0,Metales,Aluminio,30/04/2025
MDI05375,Material,mt,"Tubo redondo 1x1,0 estru",0.0,1102.0,0.0,Metales,Aluminio,30/04/2025
MDI05376,Material,mt,"Pl lisa alum 1000x2000x0,5",0.0,1760.0,0.0,Metales,Aluminio,30/04/2025
MDI05377,Material,mt,"Pl lisa alum 1000x2000x2,0",0.0,7040.0,0.0,Metales,Aluminio,30/04/2025
MDI05726,Material,mt,Tubular 30x60x1.5mm al.anod,0.0,1715.0,0.0,Metales,Aluminio,30/04/2025
MDI05727,Material,mt,Modular 25x75x1.5 mm al.ano,0.0,1912.0,0.0,Metales,Aluminio,30/04/2025
MDI05771,Material,mt,Tubo 15x15 aluminio anodiza,0.0,1093.0,0.0,Metales,Aluminio,30/04/2025
MDI05772,Material,mt,Tubo 76x25 aluminio anodiza,0.0,3022.0,0.0,Metales,Aluminio,30/04/2025
MDI06048,Material,mt,Perfil ''l'' alum.20x20x1.3mm,0.0,329.0,0.0,Metales,Aluminio,30/04/2025
MDI06049,Material,ml,"Pletina alum.12,7x2,5",0.0,1905.0,0.0,Metales,Aluminio,30/04/2025
MDI06050,Material,ml,"Pletina alum. 19x2,5",0.0,2876.0,0.0,Metales,Aluminio,30/04/2025
MDI06051,Material,ml,"Pletina alum. 25,4x2,5 mate",0.0,3847.0,0.0,Metales,Aluminio,30/04/2025
MDI06052,Material,ml,Cubrejunta alum. 34x10,0.0,657.0,0.0,Metales,Aluminio,30/04/2025
MDI06053,Material,ml,"Cubrejunta alum. 29x7,3",0.0,471.0,0.0,Metales,Aluminio,30/04/2025
MDI06054,Material,ml,Cubrejunta alum. 60x14,0.0,1655.0,0.0,Metales,Aluminio,30/04/2025
MDI06055,Material,ml,Cubrejunta alum. 38x4,0.0,3362.0,0.0,Metales,Aluminio,30/04/2025
MDI06056,Material,ml,Cubrejunta alum. 45x5,0.0,747.0,0.0,Metales,Aluminio,30/04/2025
MDI06057,Material,ml,"Tubo cuadrado alum. 15x15x1,5",0.0,690.0,0.0,Metales,Aluminio,30/04/2025
MDI06058,Material,ml,"Tubo cuadrado alum. 20x20x1,5",0.0,6798.0,0.0,Metales,Aluminio,30/04/2025
MDI06059,Material,ml,"Tubo cuadrado alum. 25x25x1,5",0.0,1208.0,0.0,Metales,Aluminio,30/04/2025
MDI06060,Material,ml,"Tubo cuadrado alum. 30x30x1,5",0.0,10458.0,0.0,Metales,Aluminio,30/04/2025
MDI06061,Material,ml,"Tubo cuadrado alum.40x40x1,5",0.0,14118.0,0.0,Metales,Aluminio,30/04/2025
MDI06062,Material,ml,"Tubo cuadrado alum. 50x50x2,0",0.0,23418.0,0.0,Metales,Aluminio,30/04/2025
MDI06063,Material,ml,"Tubo rectangular alum. 13x50x1,5",0.0,10981.0,0.0,Metales,Aluminio,30/04/2025
MDI06064,Material,ml,"Tubo rectangular alum. 25x50x1,5",0.0,13185.0,0.0,Metales,Aluminio,30/04/2025
MDI06065,Material,ml,"Tubo rectangular alum. 25x75x1,5",0.0,17779.0,0.0,Metales,Aluminio,30/04/2025
MDI06066,Material,ml,"Tubo rectangular alum. 30x60x1,5",0.0,15948.0,0.0,Metales,Aluminio,30/04/2025
MDI06067,Material,ml,"Tubo rectangular alum. 40x80x1,5",0.0,21439.0,0.0,Metales,Aluminio,30/04/2025
MDI06068,Material,ml,"Tubo rectangular alum. 40x100x1,8",0.0,29955.0,0.0,Metales,Aluminio,30/04/2025
MDI06069,Material,ml,"Tubo rectangular alum. 45x100x2,0",0.0,34395.0,0.0,Metales,Aluminio,30/04/2025
MDI06070,Material,ml,Tubo rectangular alum. 50x100x2,0.0,35632.0,0.0,Metales,Aluminio,30/04/2025
MDI06071,Material,ml,"Canal aluminio 10x10x1,4",0.0,324.0,0.0,Metales,Aluminio,30/04/2025
MDI06072,Material,ml,"Canal alum. 5x15x1,4",0.0,250.0,0.0,Metales,Aluminio,30/04/2025
MDI06073,Material,ml,"Canal alum. 12x20x1,5",0.0,3735.0,0.0,Metales,Aluminio,30/04/2025
MDI06074,Material,ml,"Canal aluminio 13x25x1,5",0.0,4370.0,0.0,Metales,Aluminio,30/04/2025
MDI06075,Material,ml,"Canal alum. 20x36x1,5",0.0,6686.0,0.0,Metales,Aluminio,30/04/2025
MDI06076,Material,ml,"Canal alum. 13x50x1,5",0.0,6648.0,0.0,Metales,Aluminio,30/04/2025
MDI06077,Material,ml,"Canal alum. 30x60x1,5",0.0,1502.0,0.0,Metales,Aluminio,30/04/2025
MDI06078,Material,ml,"Canal alum. 25x75x1,6",0.0,11877.0,0.0,Metales,Aluminio,30/04/2025
MDI06079,Material,ml,"Angulo alum. 10x10x1,3",0.0,1494.0,0.0,Metales,Aluminio,30/04/2025
MDI06080,Material,ml,"Angulo aluminio 13x13x1,3",0.0,1980.0,0.0,Metales,Aluminio,30/04/2025
MDI06081,Material,ml,"Angulo aluminio 20x20x1,3",0.0,3062.0,0.0,Metales,Aluminio,30/04/2025
MDI06082,Material,ml,"Angulo aluminio 20x25x1,4",0.0,508.0,0.0,Metales,Aluminio,30/04/2025
MDI06083,Material,tir,Angulo aluminio 32x32x2,0.0,7545.0,0.0,Metales,Aluminio,30/04/2025
MDI06084,Material,ml,"Angulo aluminio 50x50x1,5",0.0,17779.0,0.0,Metales,Aluminio,30/04/2025
MDI06085,Material,ml,Angulo aluminio 50x50x3,0.0,1957.0,0.0,Metales,Aluminio,30/04/2025
MDI06086,Material,ml,"Angulo aluminio 6x12x1,3",0.0,1345.0,0.0,Metales,Aluminio,30/04/2025
MDI06087,Material,ml,"Angulo aluminio 6x20x1,3",0.0,217.0,0.0,Metales,Aluminio,30/04/2025
MDI06088,Material,ml,"Angulo aluminio 9x25x1,3",0.0,2278.0,0.0,Metales,Aluminio,30/04/2025
MDI06089,Material,ml,"Angulo aluminio 10x20x1,3",0.0,2839.0,0.0,Metales,Aluminio,30/04/2025
MDI06090,Material,ml,"Angulo aluminio 12x25x1,3",0.0,3362.0,0.0,Metales,Aluminio,30/04/2025
MDI06091,Material,ml,"Angulo aluminio 12x32x1,3",0.0,3362.0,0.0,Metales,Aluminio,30/04/2025
MDI06092,Material,ml,Tubo redondo 1/4x1 trefilado,0.0,1234.0,0.0,Metales,Aluminio,30/04/2025
MDI06093,Material,ml,Tubo redondo 5/16x1 trefilado,0.0,1587.0,0.0,Metales,Aluminio,30/04/2025
MDI06094,Material,ml,Tubo redondo 3/8x1 trefilado,0.0,215.0,0.0,Metales,Aluminio,30/04/2025
MDI06095,Material,ml,Tubo redondo 1/2x1extruido,0.0,2278.0,0.0,Metales,Aluminio,30/04/2025
MDI06096,Material,ml,Tubo redondo 5/8x1 extruido,0.0,2876.0,0.0,Metales,Aluminio,30/04/2025
MDI06097,Material,ml,Tubo redondo 3/4x1 extruido,0.0,383.0,0.0,Metales,Aluminio,30/04/2025
MDI06098,Material,ml,Tubo redondo 3/8x1 extruido,0.0,451.0,0.0,Metales,Aluminio,30/04/2025
MDI06099,Material,ml,Tubo redondo 1x1 extruido,0.0,4706.0,0.0,Metales,Aluminio,30/04/2025
MDI06100,Material,pla,"Plancha lisa 2000x0,5",0.0,6296.0,0.0,Metales,Aluminio,30/04/2025
MDI06101,Material,pla,Plancha lisa 1000x2000x2,0.0,25186.0,0.0,Metales,Aluminio,30/04/2025
MDJ00049,Material,dos,Tacos hilti hud-6,0.0,5377.0,0.0,Metales,Fijaciones,30/04/2025
MDJ00060,Material,dos,Tacos hilti hud-8,0.0,6358.0,0.0,Metales,Fijaciones,30/04/2025
MDJ00078,Material,cua,Tarugos hps 5 16x3 5/8,0.0,290.0,0.0,Metales,Fijaciones,30/04/2025
MDJ00086,Material,cie,Tacos hilti hld-2,0.0,90.0,0.0,Metales,Fijaciones,30/04/2025
MDJ00094,Material,cin,Tacos hilti hld-4,0.0,140.0,0.0,Metales,Fijaciones,30/04/2025
MDJ00098,Material,cie,Taco impacto hilti 1/4x1 5/,0.0,7639.0,0.0,Metales,Fijaciones,30/04/2025
MDJ00112,Material,cie,Taco impacto hilti 1/4x2 5/,0.0,9780.0,0.0,Metales,Fijaciones,30/04/2025
MDJ00116,Material,dos,Taco impacto hilti hps 316x,0.0,146.0,0.0,Metales,Fijaciones,30/04/2025
MDJ00132,Material,uni,Tarugos de 6mm,0.0,5.0,0.0,Metales,Fijaciones,30/04/2025
MDJ00313,Material,uni,"Tarugo tipo fischer s5""",0.0,4.0,0.0,Metales,Fijaciones,30/04/2025
MDJ00590,Material,uni,Tarugo s8 plastico,0.0,8.0,0.0,Metales,Fijaciones,30/04/2025
MDJ01777,Material,uni,Fijacion clip sencillo cub.,0.0,52.0,0.0,Metales,Fijaciones,30/04/2025
MDJ01796,Material,uni,Fijac clip doble cub.colord,0.0,140.0,0.0,Metales,Fijaciones,30/04/2025
MDJ02783,Material,uni,Clavo hilti x-dw 27 thp,0.0,36.0,0.0,Metales,Fijaciones,30/04/2025
MDJ03420,Material,cie,"Clavo hilti 54 p8 (2"") x-zf 52 p8",0.0,5100.0,0.0,Metales,Fijaciones,30/04/2025
MDJ03421,Material,cie,"Clavo hilti 72 p8 (3"") x-zf 72 p8",0.0,5800.0,0.0,Metales,Fijaciones,30/04/2025
MDJ04288,Material,uni,Martillo disparo  dx-450,0.0,390853.0,0.0,Metales,Fijaciones,30/04/2025
MDJ04289,Material,cie,"Clavo hilti nk 54 s 12 (2"")",0.0,272.0,0.0,Metales,Fijaciones,30/04/2025
MDJ04290,Material,cie,"Clavo hilti nk 72 s 12 (3"")",0.0,253.0,0.0,Metales,Fijaciones,30/04/2025
MDJ04291,Material,cie,Clavo hilti w6-11-27 d12,0.0,28101.0,0.0,Metales,Fijaciones,30/04/2025
MDJ05520,Material,caj,Corchete t-5-8 3/8'' 5000 uni,0.0,3250.0,0.0,Metales,Fijaciones,30/04/2025
MDJ05521,Material,caj,Corchete t-5-8 1/2'' 5000 uni,0.0,5550.0,0.0,Metales,Fijaciones,30/04/2025
MDJ05583,Material,uni,Tarugo clavo 5x33mm,0.0,37.0,0.0,Metales,Fijaciones,30/04/2025
MDJ05584,Material,uni,Tarugo clavo 8x75mm,0.0,60.0,0.0,Metales,Fijaciones,30/04/2025
MDJ05585,Material,uni,Tarugo clavo 6x57mm,0.0,43.0,0.0,Metales,Fijaciones,30/04/2025
MDJ05586,Material,uni,Tarugo nylon 8mm,0.0,10.0,0.0,Metales,Fijaciones,30/04/2025
MDJ05587,Material,uni,Tarugo nylon 5mm,0.0,5.0,0.0,Metales,Fijaciones,30/04/2025
MDJ05620,Material,uni,Tarugo nylon 8mm,0.0,8.0,0.0,Metales,Fijaciones,30/04/2025
MDJ05621,Material,uni,Tarugo nylon 6mm,0.0,5.0,0.0,Metales,Fijaciones,30/04/2025
MDJ05975,Material,caj,Tacos hilti hld-3,0.0,100.0,0.0,Metales,Fijaciones,30/04/2025
MDJ06410,Material,uni,Fijacion clip cd 460,0.0,67.0,0.0,Metales,Fijaciones,30/04/2025
MDJ06411,Material,uni,Conector de Corte (losa Col),0.0,615.0,0.0,Metales,Fijaciones,30/04/2025
MDK00586,Material,pla,Malla 2.6x5 28.34kg d=4.2mm,0.0,14053.0,0.0,Metales,Mallas dimensionadas de alta r,30/04/2025
MDK00587,Material,pla,Malla 2.6x5 39.03kg d=6mm,0.0,19353.0,0.0,Metales,Mallas dimensionadas de alta r,30/04/2025
MDK00588,Material,pla,Malla 2.6x5 53.1kg d=7mm,0.0,26330.0,0.0,Metales,Mallas dimensionadas de alta r,30/04/2025
MDK02266,Material,pla,"Esc.24unx5m d=4,2 8,5cm",0.0,19019.0,0.0,Metales,Mallas dimensionadas de alta r,30/04/2025
MDK05780,Material,uni,"Malla acma c-92(2,60x50 mt)",0.0,15090.0,0.0,Metales,Mallas dimensionadas de alta r,30/04/2025
MDK05781,Material,uni,Malla Acma C-158,0.0,20879.0,0.0,Metales,Mallas dimensionadas de alta r,30/04/2025
MDK05782,Material,uni,Malla Acma C.257,0.0,39440.0,0.0,Metales,Mallas dimensionadas de alta r,30/04/2025
MDK05783,Material,uni,Malla Acma C-139,0.0,19870.0,0.0,Metales,Mallas dimensionadas de alta r,30/04/2025
MDK05784,Material,uni,Malla Acma C-188,0.0,23589.0,0.0,Metales,Mallas dimensionadas de alta r,30/04/2025
